,id,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity
836,5cF0dROlMOK5uNZtivgu50,0.109,0.775,0.613,2.33e-05,0.134,-4.586,0.0542,100.066,0.797,81
837,6pQadiopoIsS4x78tjSkJt,0.359,0.869,0.642,1.42e-06,0.0694,-5.03,0.0367,99.992,0.917,58
838,6wmAHw1szh5RCKSRjiXhPe,0.211,0.845,0.561,3.49e-06,0.0383,-5.253,0.0778,109.974,0.811,72
839,1lsBTdE6MGsKeZCD6llNu7,0.193,0.856,0.632,0.0,0.0688,-3.692,0.074,112.009,0.697,67
840,2ZrHbO88rM6Ijeg0aJmSzl,0.752,0.675,0.604,0.0,0.111,-6.266,0.193,168.034,0.456,60
841,5QLAHKawoQwVRNf1waaVW7,0.909,0.362,0.268,0.0,0.15,-7.757,0.0399,81.912,0.394,55
842,7aSvPfoqiM0zwPqupLGaHd,0.149,0.725,0.77,2.17e-05,0.0641,-6.24,0.0539,93.009,0.647,59
843,6TapyDFlRUlZ4cmIaqJx4k,0.264,0.733,0.754,0.0,0.131,-3.392,0.0593,115.024,0.849,57
844,17RMnDmv5CEo3s0tmipRyb,0.872,0.502,0.413,0.0,0.213,-7.373,0.039,175.507,0.474,58
845,1PuQTv1Kr1gzLgVeATSuh6,0.101,0.592,0.839,0.0,0.0528,-4.944,0.0564,168.501,0.457,55
846,7k7JKDjCd9zuL0iF7iWaNs,0.224,0.77,0.555,1.78e-06,0.0754,-6.361,0.0754,100.035,0.776,56
847,4jgF1sLf3TkQbZkLHsc6SI,0.762,0.562,0.383,0.0,0.0775,-8.54,0.0356,119.113,0.225,52
861,3ZAbzT3EIBAM4pDB6pD8V6,0.838,0.775,0.329,0.0,0.108,-6.962,0.034,100.034,0.252,51
862,4nNZ4ra9sJnsdixXELkfW5,0.177,0.61,0.86,0.0,0.155,-4.6,0.127,98.995,0.549,51
863,7fKcyTRIPtKEQYnuF1eu87,0.011,0.682,0.806,0.0527,0.564,-5.298,0.0395,122.984,0.698,44
879,37R0bQOQj5a7DOqh1TGzvB,0.403,0.667,0.613,0.0,0.115,-5.353,0.0344,91.024,0.47,71
880,3qonjOrhFCfTnaaMruHzxW,0.364,0.696,0.517,0.0,0.197,-8.379,0.0366,112.291,0.23,64
881,3rKYiySCDMUKTw5kGVVhaa,0.417,0.795,0.616,0.0,0.349,-5.281,0.06,110.015,0.815,70
882,5QTYKyXxIJaLupn1J6W9QU,0.759,0.705,0.501,0.0761,0.104,-10.997,0.0618,100.042,0.16,44
883,06KyNuuMOX1ROXRhj787tj,0.621,0.728,0.563,0.0,0.179,-8.053,0.134,100.017,0.352,80
884,2o5YDkVrId7JeumduZJ6NL,0.27,0.7,0.654,0.0,0.0768,-7.126,0.297,112.039,0.494,50
885,51cJFmn6j0LUaxef2lQ3dz,0.551,0.647,0.648,0.0,0.192,-4.957,0.0314,81.892,0.474,46
886,197CUwGpX84IMI7aWB1Cjk,0.21,0.698,0.712,0.0,0.0602,-3.634,0.0321,99.952,0.486,50
887,1hlFygofCSO8PfIrAougLY,0.0619,0.581,0.714,4.55e-05,0.105,-8.688,0.0372,97.911,0.302,43
888,60wzbPwV6EHfBTAf95rb9n,0.75,0.58,0.443,0.0,0.0742,-7.323,0.0498,175.938,0.576,55
889,2LGgnbDYSeeMhuZGWwLQPL,0.361,0.819,0.523,0.0,0.0716,-6.202,0.0449,113.952,0.699,43
890,6wFwJpXsdvOrPzNwg8HfDj,0.392,0.702,0.595,0.0,0.0753,-6.005,0.0912,90.497,0.366,48
891,66CFbqJScx6zRieGllITcs,0.369,0.689,0.481,1.03e-06,0.0649,-7.503,0.0815,80.025,0.283,58
917,4LfkoDOt4mhrbo8Ndk37sQ,0.456,0.808,0.633,0.0,0.329,-5.298,0.0883,109.974,0.769,37
918,1UkB6rIHWMke2DcyZZ37CF,0.15,0.766,0.616,0.0,0.21,-6.256,0.0325,120.017,0.738,16
919,4zhpLgd7CsS69auGgoMpoT,0.258,0.752,0.686,0.0,0.129,-5.249,0.0406,91.017,0.52,16
920,7o3q6UPTiQ1QqyxMz4KQsV,0.18,0.6,0.854,0.0,0.0862,-4.234,0.0351,95.016,0.396,19
921,7eJECM4njsc622iY9zg4af,0.74,0.649,0.258,0.0,0.0799,-13.442,0.0363,90.937,0.372,30
922,2jqbQyZBU5QgXPz6ItIgBp,0.955,0.651,0.198,0.0,0.106,-10.853,0.0467,106.842,0.193,6
923,473mvpyfJXItgFFZuuakvc,0.946,0.432,0.0968,0.0,0.128,-10.245,0.0644,88.906,0.402,7
1216,5hyNzOLHCyYjvrIVIIVIWI,0.698,0.641,0.324,0.0,0.328,-5.851,0.0299,110.184,0.273,56
1217,5DXKvETa1xppOmd4CDxs9S,0.114,0.573,0.593,2.65e-06,0.122,-7.225,0.0299,159.978,0.425,69
1218,2kvwspbTT9ZyQNAv9OVYjq,0.79,0.709,0.324,0.0,0.1,-10.975,0.0444,99.906,0.47,49
1219,4yVsZALRYQ2cBJCViCTTp0,0.404,0.743,0.807,5.49e-06,0.0723,-5.917,0.0538,145.01,0.721,52
1220,6GqJ3mte0bfx6cIrWlVDW6,0.818,0.334,0.307,5.55e-05,0.362,-8.522,0.033,169.53,0.426,46
1221,2dk3qSc7779ecP8w6rNoT9,0.924,0.528,0.309,2.1e-06,0.282,-7.398,0.0329,133.83,0.307,57
1223,5L9Ptz7hUfTavjjdRRiNXR,0.0305,0.59,0.849,0.0,0.11,-4.691,0.0792,131.018,0.178,54
1224,1PvSHEmS4wNXTft6I0ugOZ,0.572,0.956,0.417,0.00071,0.0782,-7.892,0.0926,108.015,0.714,42
1228,5HfA6KNvluQJSbrgrv3gh3,0.235,0.506,0.695,0.0,0.151,-5.185,0.105,93.75,0.599,48
1238,1qqSQhDwPXl8WY0Fxx9kIt,0.138,0.693,0.643,0.0,0.108,-5.867,0.0828,95.055,0.477,67
1239,4EDm3svAC8LREh5b6fHZzt,0.16,0.727,0.69,0.0,0.137,-5.063,0.0721,94.935,0.685,55
1240,0uW73walIcF9UfA2G5ZfpF,0.14,0.726,0.671,0.0,0.139,-5.402,0.161,95.053,0.552,41
1242,0Ooo1Wnehm31UPovrjLRWW,0.273,0.73,0.701,0.0,0.0657,-5.318,0.0447,94.97,0.522,45
1243,7nPp9jinMqAmiAnNfYzY7c,0.167,0.705,0.741,0.0,0.216,-4.33,0.0683,94.962,0.615,46
1244,3Clcn0JjqakucsAAAMV646,0.157,0.674,0.663,0.0,0.13,-5.084,0.084,94.818,0.617,57
1245,3dvDgPBAxqetLJvDmRDtwC,0.212,0.727,0.621,0.0,0.114,-4.784,0.0555,94.958,0.565,45
1246,5DKhoaXr9zqKis4SY5BiSm,0.254,0.669,0.916,0.00117,0.356,-4.961,0.038,129.956,0.54,38
1247,2t0iRmBWsSwPIv7OY8ypiZ,0.209,0.731,0.642,0.0,0.242,-5.106,0.0695,94.961,0.504,51
1248,6Md7OetCK5pP3HzcX0ermc,0.179,0.734,0.68,0.0,0.169,-5.096,0.058,95.06,0.499,42
1249,0YbUKWAVjJvfOvRpnvNEOz,0.171,0.72,0.709,0.0,0.141,-5.308,0.0827,94.99,0.537,50
1250,5nlCMeGjtjeHkUqI43dV93,0.21,0.728,0.69,0.0,0.113,-4.788,0.084,94.986,0.492,39
1251,3Gxo1itE2q8dTrhX7atqCE,0.18,0.747,0.667,0.0,0.146,-5.181,0.0566,95.0,0.508,48
1252,2JiHR4gCDjXwYVRDmwdk95,0.0167,0.631,0.825,0.0,0.122,-3.971,0.0433,129.942,0.427,68
1253,50nfwKoDiSYg8zOCREWAm5,0.281,0.788,0.859,0.0,0.0424,-2.724,0.0856,141.02,0.822,88
1254,5QYnNhTKsN3kE7OaqILA1U,0.84,0.587,0.267,0.0,0.121,-9.206,0.0349,98.845,0.352,72
1255,3rmo8F54jFF8OgYsqTxm5d,0.0451,0.807,0.893,2.79e-05,0.366,-3.745,0.0347,126.011,0.537,89
1256,4btFHqumCO31GksfuBLLv3,0.00253,0.52,0.849,0.0,0.119,-3.794,0.186,175.908,0.774,80
1257,3NuLxTXowTRcguTh9RsPmM,0.952,0.567,0.211,5.24e-05,0.275,-9.975,0.0315,134.019,0.289,63
1258,0YbI9lWxUBsCJLb6EBydkr,0.236,0.578,0.558,0.0,0.143,-5.438,0.0872,75.087,0.54,66
1259,5sv0WnUs74Orn6GoPmC5im,0.113,0.672,0.73,0.0,0.0612,-4.77,0.0372,123.969,0.559,66
1260,2SUxn2O9NHL6GHGQFgwCY0,0.169,0.763,0.661,0.0,0.117,-5.592,0.056,95.002,0.632,76
1261,0VuDtcT7H4CAljLZEH021x,0.0122,0.686,0.765,0.0,0.127,-4.778,0.118,99.998,0.743,65
1262,1i4F583d9v9RabcfOlKKVL,0.668,0.485,0.54,0.0,0.0849,-5.4,0.0253,62.631,0.426,65
1263,0rt63HYAAIzUZo5O2D0uA6,0.77,0.471,0.396,0.0,0.0729,-6.654,0.0336,149.609,0.263,67
1264,2Ldb2ytuC9AxhpAkVEJBI6,0.882,0.822,0.3,9.15e-05,0.0665,-8.034,0.0673,125.951,0.734,64
1265,3BiiSLo0wyHAY7lpCEO6ge,0.00494,0.501,0.684,0.000478,0.0524,-6.706,0.0566,131.952,0.442,63
1281,70eFcWOvlMObDhURTqT4Fv,0.124,0.64,0.647,0.0,0.0801,-8.114,0.186,92.979,0.546,73
1282,4vUmTMuQqjdnvlZmAH61Qk,0.148,0.857,0.621,0.0,0.0865,-6.376,0.0825,97.989,0.668,76
1283,4wuCQX7JvAZLlrcmH4AeZF,0.212,0.746,0.787,0.0,0.0669,-6.373,0.12,95.005,0.607,60
1284,1AI7UPw3fgwAFkvAlZWhE0,0.219,0.885,0.762,0.0,0.162,-5.513,0.216,138.058,0.605,66
1285,0VsGaRXR5WAzpu51unJTis,0.758,0.565,0.243,8.82e-06,0.285,-8.367,0.0317,81.655,0.239,64
1286,0hVXuCcriWRGvwMV1r5Yn9,0.0902,0.798,0.676,0.0,0.0894,-5.041,0.0442,101.956,0.843,74
1287,1DhRbox3xkceP64k3JeYfW,0.132,0.716,0.823,0.0,0.361,-5.313,0.0495,151.957,0.91,64
1288,0AtP8EkGPn6SwxKDaUuXec,0.135,0.852,0.666,0.0,0.798,-6.923,0.184,91.046,0.726,66
1289,1Bdptrvb7nQkq8kCw3siE9,0.112,0.665,0.68,0.0,0.096,-4.898,0.291,91.667,0.69,53
1290,5T03itPFOPGGkvVPvPiyla,0.256,0.627,0.594,0.0,0.373,-8.306,0.0479,101.007,0.388,59
1291,2qRN7PWiHRLprw4FpDeI9N,0.333,0.747,0.649,0.0,0.172,-6.218,0.218,88.011,0.84,60
1292,3FHXUqaUer9o231Je1zxIN,0.31,0.468,0.63,0.0,0.137,-6.536,0.0843,91.419,0.762,54
1293,4vIKzWqtn44umal5jXq4wE,0.467,0.778,0.589,0.0,0.0902,-5.548,0.269,98.001,0.513,55
1294,5d1rmWWF1725tnYjq6rMDB,0.11,0.726,0.731,3.45e-06,0.0928,-6.298,0.159,170.125,0.437,53
1295,7hvO2qCwJVZxiyoA7c9i5d,0.000245,0.631,0.796,0.0108,0.38,-5.35,0.0401,92.47,0.596,57
1296,7oolFzHipTMg2nL7shhdz2,0.086,0.64,0.812,0.0,0.0509,-5.647,0.0834,86.013,0.914,60
1297,6PCUP3dWmTjcTtXY02oFdT,0.0232,0.461,0.834,1.14e-05,0.14,-4.868,0.0989,135.007,0.471,78
1298,51ChrwmUPDJvedPQnIU8Ls,0.355,0.761,0.386,0.0,0.0953,-6.158,0.0399,134.943,0.526,73
1299,7qiZfU4dY1lWllzX7mPBI3,0.581,0.825,0.652,0.0,0.0931,-3.183,0.0802,95.977,0.931,85
1300,0tgVpDi06FyKpA1z0VMD4v,0.163,0.599,0.448,0.0,0.106,-6.312,0.0232,95.05,0.168,85
1301,0afhq8XCExXpqazXczTSve,0.0735,0.624,0.876,0.0,0.327,-3.374,0.1,99.943,0.781,78
1302,2RttW7RAu5nOAfq6YFvApB,0.536,0.522,0.385,0.0,0.135,-7.355,0.0288,89.792,0.236,79
1303,5HDPtsnyb3maFmPL8LLUTG,0.0559,0.78,0.745,0.0,0.0595,-3.97,0.145,94.026,0.862,65
1304,2dfHh7ECGxfNqZTQno09Vk,0.719,0.604,0.366,0.0,0.162,-7.881,0.0267,105.177,0.181,65
1305,2pJZ1v8HezrAoZ0Fhzby92,0.251,0.838,0.492,0.0,0.262,-5.69,0.038,115.092,0.895,67
1306,6PJ8FF6UR8FZXfEvpHkIVN,0.424,0.617,0.439,0.0,0.127,-5.63,0.0269,139.979,0.242,66
1307,4VuS959DSpr82t3qBqCrWG,0.914,0.589,0.242,0.0,0.0887,-10.517,0.0442,89.749,0.257,74
1308,3Lfiu5sZ4M4B6JaKMBc0FU,0.448,0.747,0.76,0.0,0.153,-4.294,0.187,99.975,0.682,66
1309,6SznMYPQJHzr3IwsAHLId2,0.52,0.738,0.677,0.0,0.133,-5.121,0.0824,127.067,0.882,64
1310,35QZaWQRkmnAVqBF1TLCxQ,0.117,0.68,0.852,0.0,0.0866,-4.35,0.0349,101.993,0.858,65
1311,6TIU9Ehmi6dMzZK73Ym4yj,0.85,0.552,0.29,0.0,0.227,-5.617,0.0448,78.842,0.481,64
1312,5mUBAfEctquPCp3oe8CRZX,0.877,0.464,0.321,0.0,0.0789,-11.12,0.0418,93.528,0.306,44
1313,05AXbdKlVvkT6IJlYAfuap,0.556,0.697,0.377,0.0,0.0999,-7.755,0.0397,138.754,0.336,42
1314,5sA4n1wolLZk2YpBLbsCqj,0.304,0.818,0.67,1.22e-06,0.0601,-4.451,0.0472,119.988,0.939,45
1315,5LTzAKRZ2Xct8d6vVrErha,0.0113,0.806,0.608,0.0,0.635,-7.008,0.0659,95.049,0.849,45
1316,3b2b3rMn0LflqsIW0g5lDl,0.175,0.791,0.669,0.0,0.33,-7.189,0.146,92.013,0.809,39
1317,0ch8PUB8JRTMJqmdmfY46U,0.607,0.614,0.379,0.000464,0.0986,-10.48,0.0476,107.989,0.201,52
1318,2mHWjchw9pqHBvHh7iKoco,0.529,0.66,0.316,0.000294,0.104,-11.567,0.0364,91.207,0.543,42
1319,5rYipCuUMXmKr5XM3eDC1r,0.697,0.53,0.346,1.07e-05,0.105,-10.497,0.0376,121.876,0.359,58
1320,1QaVYz0KPmXtdjVcm3P4oj,0.024,0.767,0.449,0.000299,0.151,-7.158,0.0364,95.03,0.908,40
1321,01cCX1iNks6Ob0Ynwwg8tX,0.576,0.759,0.725,0.0,0.0771,-7.006,0.158,87.467,0.619,37
1322,2L6ypr3l5t5mLkY3lXIpZE,0.474,0.781,0.445,0.0,0.184,-6.061,0.0295,78.998,0.591,52
1323,0jnNYYeMqMdreIsN22PzGk,0.464,0.552,0.637,1.63e-05,0.136,-6.568,0.0445,97.97,0.333,40
1324,3AhWpAMU0lj0CPMZv3Krde,0.318,0.754,0.613,0.0,0.335,-6.342,0.229,113.196,0.904,37
1325,5Httl4rILlQs8FednTJ2uE,0.319,0.752,0.76,0.0,0.335,-5.34,0.0341,107.034,0.752,36
1326,60k4LTrhZ7xX0tSYZkXsuK,0.756,0.58,0.318,0.000171,0.117,-8.926,0.0279,129.757,0.295,37
1327,2q5rFdBjUn0e9EL6mHb4Jy,0.638,0.641,0.176,5.14e-06,0.252,-11.692,0.0349,76.031,0.297,0
1328,3B8BedGdUGT1Ixog6v8ua8,0.0977,0.579,0.649,0.0,0.125,-6.522,0.0352,114.593,0.184,44
1329,4w098dhR8GON00jYL1vCv4,0.294,0.812,0.542,6.92e-05,0.141,-5.403,0.0444,110.268,0.733,57
1330,5FBaWYaoA8j260ctveOa4a,0.707,0.728,0.461,0.0,0.113,-8.726,0.0395,86.014,0.474,43
1331,4rhcqdXTzNX9uZRZybj3UP,0.791,0.618,0.239,0.0,0.1,-8.371,0.0274,96.846,0.327,53
1332,0CjyIDOzzujwovFiCHe1LS,0.598,0.389,0.369,0.0,0.96,-6.886,0.0404,102.625,0.541,45
1333,1nVe4FCdf6dVBkzAF741IC,0.219,0.69,0.696,0.0,0.958,-7.432,0.183,125.735,0.237,37
1334,1eIcWCHqpW2qlWwNOH3dL1,0.141,0.669,0.747,0.0,0.185,-7.108,0.0428,122.531,0.483,40
1335,6x44NmhdsmgRzG07kzqOO6,0.692,0.689,0.563,0.0,0.0579,-5.539,0.275,129.517,0.819,40
1336,24ha18yq0t7XnZ9EgJ7HYb,0.853,0.521,0.133,0.0,0.35,-10.599,0.0431,140.077,0.391,44
1337,6ThrnYkLPlKar6dUIggR6Q,0.715,0.671,0.388,0.0,0.192,-6.516,0.0762,105.869,0.59,42
1338,4oCmusomhJaDXUF9OttwQ5,0.74,0.689,0.369,0.0,0.122,-7.183,0.357,102.565,0.701,37
1339,0Z0GZkW8QCohqGChLmWixd,0.842,0.533,0.17,5.03e-06,0.113,-11.342,0.0668,116.852,0.33,42
1340,4Ur8TgNrZyUuRBWjsQfgGe,0.645,0.731,0.603,0.011,0.147,-7.656,0.0378,96.973,0.619,39
1341,5YS8NjfOuoFP1vi5wglycc,0.519,0.754,0.636,0.0,0.108,-7.129,0.193,90.001,0.875,38
1342,5DizlXTwJjjwxxqGNChcvO,0.569,0.826,0.485,0.0,0.107,-7.424,0.0354,104.011,0.278,40
1343,2Z7RLfJdXXkXUmvMJxkNJo,0.14,0.646,0.65,9.65e-06,0.0999,-6.491,0.0278,100.05,0.52,37
1344,1IbGB3FLPDJjBX5i3S57rA,0.379,0.781,0.836,0.0,0.289,-5.496,0.0658,94.989,0.636,38
1345,7udHOd6OUjUIhSjpTo4cl4,0.886,0.602,0.31,0.000142,0.105,-11.469,0.0373,159.917,0.36,42
1346,7cCsAsOKvFdOjQHpADku4O,0.507,0.712,0.569,0.0,0.412,-6.032,0.204,105.032,0.837,33
1347,0dQ5jI1SGoAX2QT6N95tad,0.28,0.629,0.663,0.711,0.0811,-10.516,0.0283,139.982,0.49,32
1348,5JTTFF4bKTIqrhRmmOgXXo,0.632,0.559,0.283,0.00127,0.126,-9.827,0.0323,82.552,0.188,45
1349,4I7VRMbaqi6GdSkaSxe1he,0.772,0.602,0.286,0.0,0.162,-9.886,0.0296,102.009,0.379,43
1350,0xaPq2EZ9pQ9vLuxy6MCHH,0.838,0.68,0.248,4.86e-06,0.0907,-11.592,0.031,119.944,0.275,45
1351,4THoSHxiabL1rd59iVWu2T,0.453,0.544,0.529,0.0,0.131,-6.753,0.0256,92.936,0.403,52
1353,3nwbntyppUfLEMorPB40HN,0.728,0.402,0.339,0.0,0.833,-9.574,0.0498,83.194,0.496,34
1354,0ewWskuCnqrTFvMUqtAQwF,0.62,0.601,0.879,0.0,0.464,-5.215,0.0945,99.377,0.713,32
1355,4HQcJua3wHJLvBvc3gKJTr,0.545,0.602,0.8,0.0,0.656,-5.91,0.0734,109.921,0.81,32
1356,1lG7S133U7vKOXy0n8WeEL,0.807,0.494,0.0964,7.13e-05,0.936,-16.691,0.0532,86.676,0.393,32
1357,2c3PILT3ocB6B47pNzi9qs,0.792,0.616,0.141,0.0,0.897,-17.161,0.532,107.874,0.361,33
1358,2GGOQWJo7FGEQojc7baekK,0.48,0.506,0.911,0.0,0.696,-4.779,0.23,105.475,0.781,34
1359,5cth8vxCckeYgE10nX58re,0.0928,0.718,0.82,0.0,0.391,-5.552,0.103,90.013,0.329,32
1360,6dSgNLxLDgTaPQlB15yOOK,0.386,0.799,0.532,0.00017,0.0978,-9.472,0.0707,100.032,0.189,32
1361,77m6ySUV5ZpOdaIsygDYMZ,0.515,0.476,0.704,0.0,0.094,-5.411,0.278,140.396,0.297,32
1362,3MUKlVjVJBvPf4flrDq8KB,0.214,0.693,0.833,0.0,0.117,-5.408,0.263,99.901,0.759,31
1363,7bXTXa2zmMuRZPCBEWcjHw,0.731,0.437,0.5,0.0,0.157,-7.103,0.105,85.293,0.437,33
1364,0dNt7lZks5TVxiGaCIY1yZ,0.0282,0.511,0.91,0.0,0.127,-6.186,0.116,140.147,0.426,30
1365,4SVST4FR6Gj74UJCzCiOSX,0.101,0.855,0.678,0.00232,0.0964,-6.864,0.052,120.012,0.429,31
1366,1O5u4AShfndSLCnVqlV0h2,0.267,0.64,0.664,0.0,0.329,-7.812,0.152,140.007,0.275,31
1367,4CLDrNSJcJQIeFkHCLM3gb,0.809,0.643,0.458,0.00015,0.237,-8.636,0.0875,164.16,0.506,62
1368,3aUD2nXnCYiGd9V1UhfyRz,0.128,0.65,0.538,4.95e-06,0.127,-7.511,0.0464,153.179,0.501,73
1369,77MrX98hyOXLSs3dIfmOYk,0.205,0.802,0.547,0.0,0.109,-7.034,0.0518,109.966,0.922,63
1370,7diY4bRXZ7ca6BEGNlz3xL,0.00439,0.664,0.855,0.241,0.0959,-6.069,0.0633,143.993,0.754,62
1371,7I5WT7DtpwSAhEeDLpZEfm,0.0411,0.72,0.819,0.0,0.0606,-4.588,0.0362,131.99,0.898,65
1372,6Vv8kZbiRdSbybIukXjvWF,0.256,0.892,0.595,1.79e-05,0.116,-7.053,0.0811,155.086,0.694,62
1373,1yxsoZCXBEcplWHsuc6wey,0.0581,0.783,0.825,6.12e-05,0.0631,-7.483,0.0751,139.956,0.226,60
1374,1sQG9Vo4av58gq91eoEU1S,0.0103,0.683,0.598,9.84e-05,0.251,-5.322,0.188,107.971,0.478,60
1375,3XA0msNCCQysLnspbnbgw3,0.509,0.757,0.274,0.0,0.194,-9.776,0.0372,88.01,0.53,63
1376,1s86nOhD2gWQ4Ii7ua5jOu,0.0195,0.699,0.701,7.83e-06,0.113,-5.577,0.0292,90.053,0.309,60
1377,6qfM0i5YwSXtKCeW0R3XWr,0.0558,0.643,0.655,0.0,0.0731,-5.606,0.0242,130.11,0.382,59
1378,2TIswlajjVKRiGG7CvUbTU,0.646,0.376,0.247,0.000452,0.37,-8.367,0.0285,184.216,0.394,58
1379,04Nt8Fr8krHE5SxKBWLDdK,0.897,0.423,0.196,0.0,0.103,-11.576,0.0391,117.953,0.27,59
1380,4VM8y5Tx6UBxzfuLvYrhFf,0.361,0.437,0.551,8.65e-05,0.333,-7.044,0.143,88.941,0.245,57
1381,09PGubKAMryhOWv1LHpCYz,0.46,0.809,0.547,0.0,0.0543,-7.304,0.0609,95.012,0.717,70
1382,5qhHm4dN4L2dhRb2TfzGPw,0.0418,0.586,0.499,0.0,0.0994,-7.005,0.0267,95.012,0.369,58
1383,5ikx3xVoCAoEMh47AYmZNe,0.563,0.544,0.373,0.0,0.0635,-9.136,0.405,98.423,0.519,50
1384,6gEC3iDuOlcHatGCCcvpO6,0.0758,0.796,0.519,0.0,0.444,-8.09,0.0511,149.929,0.492,48
1385,5N6lOKp69X4aa61FGvoBTU,0.0455,0.785,0.324,0.0,0.088,-8.75,0.369,176.808,0.427,50
1386,0s26En1JoJhVj32vizElpA,0.0578,0.7,0.392,0.0,0.0802,-8.911,0.033,103.044,0.25,70
1387,6Rf3dWdNQs5LTqFOiavqQr,0.626,0.635,0.262,0.0,0.145,-12.782,0.0391,93.237,0.352,60
1388,0PxJmAlyKcRdd1r9FvDbTn,0.783,0.523,0.226,7.05e-06,0.113,-12.186,0.0417,83.497,0.111,54
1389,3uc8AGNL0KbvISIrjnfRvN,0.0407,0.746,0.45,0.0,0.172,-8.543,0.0873,95.998,0.336,71
1390,1CJvFjaXKz2yuQWzICeIRo,0.19,0.88,0.498,0.0,0.108,-7.033,0.0524,139.972,0.489,47
1391,4sRryr1aCDIbVdj2LnBwsR,0.0476,0.72,0.496,0.0,0.154,-8.437,0.0835,159.97,0.746,48
1392,2qG81jL9UIP54uS8gYyP4k,0.546,0.632,0.339,0.0,0.104,-7.983,0.0337,141.642,0.0969,75
1393,4vjpLMyL3ZO6aphdYr8XYw,0.178,0.576,0.736,0.0,0.238,-7.572,0.224,101.928,0.484,76
1394,0x68K3iDRHrtFl3YkH9bp4,0.133,0.879,0.56,0.0,0.375,-6.924,0.0515,134.01,0.946,53
1395,1Srt81FTalOhRw7t7l8Yh8,0.00575,0.862,0.4,7.49e-06,0.123,-7.486,0.0723,122.961,0.598,66
1396,7cDpMO5wuWgvv3j4INRBeB,0.456,0.533,0.454,0.0,0.237,-8.366,0.161,148.177,0.203,59
1397,1DVWkJEjgVStgU2EbR9vpz,0.456,0.747,0.488,0.0,0.0799,-8.939,0.0607,122.023,0.358,61
1398,1ShHhJlzaLuoZbJ3aP4z0m,0.082,0.732,0.553,7.84e-06,0.141,-7.406,0.099,125.311,0.291,55
1399,4Gyo5XZzmZawnpqaRRedKu,0.907,0.458,0.13,0.0,0.164,-14.575,0.0805,162.311,0.333,57
1400,1eyek0KJEh2v5HQ9uQSybb,0.144,0.702,0.508,0.0,0.108,-7.105,0.035,82.009,0.143,62
1402,0PKgsBPUdHKhCaXJnYBMUc,0.515,0.815,0.518,2.58e-06,0.0496,-7.543,0.0526,94.998,0.765,12
1408,2d554963sIPwPLScNOBtIM,0.626,0.635,0.262,0.0,0.145,-12.782,0.0391,93.237,0.352,24
1413,53OoCRWO91xEj8vDIWSDHb,0.546,0.632,0.339,0.0,0.104,-7.983,0.0337,141.642,0.0969,27
1415,3qK99b5J19jQNFUN5ccgV4,0.135,0.878,0.559,0.0,0.367,-6.932,0.0517,134.075,0.954,12
1422,23tJmuwvUOa2kTsOlNMWCS,0.208,0.679,0.481,1.02e-05,0.284,-9.045,0.0593,80.011,0.486,63
1423,21OihIGdTCAL856FOjcs3j,0.703,0.718,0.221,1.66e-05,0.323,-11.963,0.0628,163.787,0.582,44
1424,2XK6LeSpB72Wz58VyktZey,0.928,0.413,0.372,2.74e-06,0.156,-8.373,0.0565,174.129,0.425,35
1425,28vZNXMT4ZoD0ua899ffdd,0.0961,0.428,0.57,0.000141,0.341,-6.156,0.0353,87.915,0.299,31
1426,76g5E1OEIydrjcG82gqe1B,0.493,0.808,0.556,0.0,0.0644,-6.452,0.0616,94.994,0.708,38
1427,0QzV5XAbUCZdVsO2fCJJ9L,0.209,0.735,0.378,0.0,0.0737,-6.842,0.0488,95.073,0.726,38
1428,6TveqqtPQ9ejW45zi6FYCs,0.0106,0.762,0.674,3.67e-06,0.0321,-5.146,0.0378,105.027,0.759,42
1429,1uxP6Vw86pAvlnuLUSWLll,0.675,0.639,0.39,0.0,0.0687,-8.915,0.232,99.733,0.586,52
1430,5INPhPeK5f7nznvnocccSv,0.75,0.543,0.23,0.0,0.126,-10.837,0.0334,91.039,0.517,51
1431,4dgY5vCvBBSylaRvgEd6dj,0.973,0.491,0.196,0.0,0.0986,-8.455,0.0464,93.818,0.364,52
1432,5xSsRAm13Pae693Ivd1Zuc,0.159,0.634,0.868,0.000753,0.165,-9.2,0.0475,108.992,0.147,37
1433,49Qzh3ecngdKFih4POc7lY,0.0449,0.761,0.692,0.00658,0.0873,-8.775,0.0699,120.981,0.52,23
1434,4CXAFNMPNecxp5qoIIEWaB,0.0266,0.704,0.881,3.47e-05,0.111,-5.024,0.0381,124.996,0.331,43
1435,4tB1l2bgjHs08lX6ri1B0C,0.013,0.8,0.678,0.0766,0.113,-8.151,0.0465,124.037,0.523,21
1436,7yqGJP1pQ1jc4MNAdZW4gR,0.00644,0.681,0.543,2.46e-06,0.223,-7.784,0.204,160.019,0.415,34
1437,1wHdWpoAQA8BfYpDSpz309,0.18,0.666,0.721,0.00307,0.172,-5.897,0.0688,185.987,0.863,50
1438,5A7yGU0kyry8h2WfdKdncV,0.00698,0.643,0.727,0.00927,0.115,-9.866,0.0403,110.019,0.463,21
1439,5fntu7qMXz7grAGF1xeaBA,0.0516,0.805,0.69,0.00887,0.053,-6.048,0.0421,121.987,0.632,20
1440,6H0oSvbsIl82yH0ioRpkwt,0.166,0.821,0.424,0.0,0.0494,-6.624,0.0444,82.013,0.377,21
