,id,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity
1955,0GSEYyijZUvmHtl8jdZO50,0.882,0.527,0.264,0.0,0.129,-5.309,0.0309,123.143,0.412,31
1956,5jARKYYEp6bdvu2FVTecYV,0.285,0.705,0.75,0.0,0.396,-4.449,0.106,149.995,0.7,25
1957,5PxLvDFeyCWlM1LBNzgqVB,0.505,0.648,0.841,0.0,0.0783,-5.716,0.249,101.359,0.377,25
1958,08NgnALXGHiMSWgIDRLz2y,0.045,0.381,0.63,0.0,0.143,-5.886,0.259,170.175,0.368,23
1959,6McECqsEsUv8WuWtz0WS0t,0.0721,0.659,0.634,0.0,0.107,-4.207,0.03,125.032,0.161,33
1960,2SUgRZJuP3bxmlDHD6ZB7g,0.203,0.609,0.545,0.0,0.0521,-7.465,0.0377,109.98,0.519,17
1961,3HXqalQmiJuoIpMa8aEhzc,0.0581,0.637,0.929,6.04e-05,0.668,-4.411,0.0433,125.032,0.457,13
1972,6ulUsbo0byNEgHHloz55Rp,0.156,0.743,0.85,0.0,0.163,-3.568,0.0399,129.926,0.942,0
1973,1tm4Bl2E5RwTevOiBs4gtH,0.0032,0.535,0.925,0.000359,0.0316,-3.012,0.239,169.901,0.949,52
1974,3liDoBAc3NGI8tmWUTOAed,0.000353,0.494,0.915,0.0491,0.352,-3.623,0.0484,100.08,0.522,51
1988,0hfByzDRgR10HDLqm89lA9,0.000616,0.461,0.869,8.19e-06,0.25,-4.672,0.0731,145.919,0.649,56
1990,0Q9vbV7G2Q6lts13nY9YGP,0.00699,0.582,0.925,2.9e-06,0.108,-4.366,0.0523,95.987,0.788,58
1991,2W6kVW3UZ3hwr4qbfCDp6B,0.0241,0.492,0.805,0.0,0.107,-4.372,0.0603,152.035,0.66,53
1992,0OUQhRKgGSb0PPrLUuEQka,0.0014,0.37,0.901,0.0,0.25,-3.393,0.05,167.995,0.401,55
1993,4lN5YgMQNBANIKWSl6G54k,0.0166,0.398,0.586,0.0,0.334,-4.975,0.0344,176.043,0.214,48
1994,1DRUwJSt2YOUUEz965OJ66,0.000927,0.31,0.905,3.1e-05,0.431,-4.109,0.253,187.796,0.309,56
1995,0ZqqrBHeSeyZahfcyw9N8O,0.00163,0.585,0.731,0.0,0.0462,-5.186,0.0376,133.981,0.804,54
1996,2wQA22CbUkSD38g5Doqd9a,0.111,0.645,0.832,0.000514,0.121,-5.131,0.0571,108.0,0.272,50
1997,5lKI9qLSJkWWJ6USwMu6jF,0.0134,0.443,0.755,0.0,0.0903,-4.818,0.0357,139.852,0.383,47
1999,6e13443Ve7RGcAUScTgYtl,0.00599,0.576,0.872,0.0,0.188,-5.293,0.0471,115.042,0.559,62
2019,63uj7uLdCmhuMtTb1A7hY2,0.0142,0.621,0.915,0.0167,0.1,-4.632,0.0519,150.006,0.715,2
2020,3yDCYMW6MbN9Z22Kk02QfF,0.0461,0.504,0.893,0.0,0.186,-4.508,0.0767,165.046,0.377,12
2021,7q6UVd7B02FlcLc7d13M3q,0.00223,0.636,0.84,0.0,0.669,-5.218,0.0964,82.525,0.502,35
2022,27LdcKt7akmHzSW4d2vpwI,0.00588,0.598,0.829,0.000401,0.308,-7.23,0.132,150.963,0.647,33
2023,4LutIwQfcpXjVs7mIySYCD,0.0758,0.603,0.839,0.0,0.342,-3.617,0.102,176.109,0.613,55
2024,3MZaCGdiJmxpvdNpSCS63p,0.00753,0.725,0.798,0.000166,0.15,-5.84,0.0313,115.993,0.513,32
2025,6hVCCmziVhcCz7K5Uq1tqq,0.00133,0.642,0.864,8.1e-05,0.203,-5.614,0.0868,146.943,0.329,38
2026,4z3kBx5gG2Cc48xQ0yy7eX,0.0453,0.641,0.691,0.0,0.353,-5.503,0.161,94.15,0.348,33
2027,3boDNzgRvOKrKG2jhJohs1,0.0113,0.673,0.853,0.00278,0.202,-5.988,0.0459,135.97,0.337,32
2028,100sCINfy627goqupakk1R,0.00232,0.483,0.852,4.15e-05,0.285,-5.671,0.0498,159.986,0.327,32
2029,5gfzBDXhZgGBmfEDRAbbvi,0.002,0.751,0.832,0.595,0.703,-6.593,0.0535,126.939,0.432,30
2030,298iDRyDz6nscweqxCvXbJ,0.0567,0.66,0.777,0.0,0.119,-5.131,0.0506,108.136,0.481,36
2031,6ev6drm6SmNHoTEi2WXwcl,0.00194,0.594,0.879,0.000672,0.324,-5.123,0.0651,160.01,0.677,31
2043,3znPiywA0q1VK2jgAZFDoI,0.0706,0.484,0.938,0.0,0.236,-3.123,0.112,165.049,0.444,63
2044,3D4Xkcir5YEhk8Xidkd1dL,0.00711,0.492,0.932,0.0,0.177,-2.401,0.203,151.166,0.635,53
2045,04aAxqtGp5pv12UXAg4pkq,0.00359,0.393,0.858,0.0,0.102,-2.868,0.0729,176.042,0.56,79
2046,3x7NGlfDKQYN2wnwEnL7r9,0.000246,0.615,0.763,0.141,0.298,-4.189,0.0322,115.991,0.333,60
2047,5PUawWFG1oIS2NwEcyHaCr,0.103,0.623,0.962,0.000174,0.264,-2.616,0.0895,149.963,0.676,67
2048,7d0R90VzB45UWf3Aey0X22,0.00784,0.548,0.889,0.00866,0.341,-4.52,0.128,156.041,0.365,55
2049,5F0bmCjKUufNz1bHXfgRwe,0.0065,0.536,0.974,0.00102,0.357,-2.833,0.0969,135.997,0.481,57
2050,1vrjcPplEuenckUzGGp2UR,0.139,0.481,0.974,0.00998,0.406,-3.388,0.136,79.964,0.516,58
2051,4vC4nKK6bk9pYEVOU4EIbA,0.00607,0.66,0.944,0.27,0.823,-3.692,0.0522,127.02,0.684,52
2052,3Te8uLyit6X3ncNW8Fp3K2,0.00131,0.616,0.868,1.54e-06,0.671,-3.606,0.0699,108.016,0.475,74
2053,2WWP0IPX9xFjAMraNHX390,0.00219,0.451,0.939,0.00223,0.366,-2.546,0.116,80.098,0.192,54
2065,2KtaXE4j8kRH8u1Rs9ZAIw,0.311,0.64,0.883,6.48e-06,0.32,-3.851,0.0729,152.0,0.564,9
2068,5MsZIaCYY6Tsdph0LiB0hE,0.0013,0.552,0.915,3.74e-05,0.206,-3.713,0.0559,90.013,0.606,60
2077,7jwDuO7UZvWs77KNj9HbvF,0.000539,0.562,0.964,1.57e-06,0.579,-2.991,0.072,138.063,0.41,69
2078,2E43WFS4rRc09za2r2GmZl,0.0271,0.558,0.924,3.32e-06,0.537,-4.341,0.064,151.99,0.567,71
2080,3Q7jFW6nxqhwbUctqqthSa,0.00368,0.631,0.891,0.00124,0.157,-4.202,0.0998,119.96,0.677,55
2081,5OMCffelD9cnJCgG3xnHzU,0.0423,0.508,0.907,6.83e-05,0.221,-3.443,0.0565,104.997,0.587,59
2082,4rNOFJdwQq0ulVDKOF447L,0.0612,0.511,0.95,0.0,0.203,-3.833,0.184,151.943,0.539,50
2083,4pXqUELqAFyjlU2vx3BHRR,4.46e-05,0.556,0.851,1.97e-05,0.211,-2.981,0.0443,114.948,0.271,51
2084,339ClrzKvO3L5GHld8RFBO,0.000217,0.571,0.926,0.00376,0.0522,-3.576,0.0479,133.903,0.576,50
2085,4yXNMbZrsFJbPTH0WfhwEB,0.00123,0.599,0.853,0.000504,0.37,-3.878,0.0365,94.997,0.676,57
2086,4msiwW31mowpBoEU9htPDU,0.000172,0.474,0.853,0.00121,0.109,-3.775,0.12,170.076,0.559,48
2087,6SFTYQSczxhBNKR5bYjGMD,0.0756,0.557,0.777,4.29e-05,0.1,-6.286,0.0635,144.968,0.449,53
2088,3HIN2WMbQf8Hcd8uWnch9O,0.000351,0.349,0.684,9.98e-05,0.375,-13.542,0.0501,92.552,0.182,1
2089,0oIxIt90cmzBF6pakFw080,3.06e-05,0.476,0.818,0.0,0.927,-12.285,0.0557,104.132,0.24,1
2090,7j8fe5k3EX1wtMIKNwgFtm,0.000185,0.405,0.836,0.0,0.658,-12.164,0.051,138.172,0.198,1
2091,30ZZfEiIkoMzVq79Z1JHZM,2.71e-05,0.531,0.791,9e-06,0.864,-12.391,0.0949,114.551,0.118,1
2092,5AQBzO2tW7GgVfla5pzeMX,0.00018,0.427,0.825,1.4e-06,0.977,-11.102,0.0463,134.043,0.256,2
2093,5aNzfZYnQCAEtRg3fg3uJT,0.0107,0.416,0.853,0.0,0.775,-11.706,0.0564,151.998,0.38,3
2094,4ED9SzwEi3Ch4mHLC1ZawM,0.00199,0.444,0.764,2.7e-05,0.39,-12.378,0.0495,150.008,0.468,2
2095,4Dp0H6tNuymmBNCVfFg0IJ,0.65,0.757,0.279,0.0,0.256,-18.433,0.327,47.262,0.605,17
2096,5blRMrvo9dIAs6nKS0Z6V4,0.713,0.712,0.393,0.0,0.189,-16.658,0.374,127.68,0.538,17
2097,0lpGgWNB8la669nENipFZU,0.765,0.663,0.332,0.0,0.246,-15.087,0.451,97.001,0.62,15
2098,5cIxFEXCzTZuL2MjA2dq9e,0.516,0.653,0.275,0.0,0.141,-19.247,0.327,82.476,0.767,15
2099,0BozrTkc5NMxWlnYoMNQLv,0.818,0.755,0.23,0.0,0.444,-18.644,0.101,103.287,0.682,15
2100,0XxjmvqNRuUon0JkFFX8pw,0.585,0.748,0.354,0.0,0.253,-15.816,0.461,61.971,0.599,14
2101,013b4jvQg5PNBuG8urxcjc,0.657,0.736,0.442,0.0,0.195,-15.89,0.344,102.817,0.511,14
2102,5dKUzaGktsp52mUNL4RImi,0.587,0.618,0.311,0.0,0.117,-16.406,0.472,72.616,0.454,13
2103,2G11MU4SMMHlA8rme5N7kd,0.757,0.716,0.302,0.0,0.195,-14.762,0.477,72.607,0.732,14
2104,1hm9XkSg41mkHRwXqQkPT5,0.543,0.76,0.316,0.0,0.224,-19.04,0.22,109.509,0.54,13
2105,2ShOsgN7WwrUtEL7UmwqwS,0.408,0.716,0.277,0.0,0.318,-18.634,0.437,74.855,0.44,13
2106,4qg2rXtE20scfPhGvG5tqq,0.0108,0.453,0.906,0.0,0.657,-3.606,0.064,146.96,0.361,49
2107,7ewT0nLFkMD8ONbRibePr9,0.00171,0.55,0.938,2.18e-05,0.555,-3.556,0.0522,133.99,0.433,60
2108,6Mk0xtgL6tZ7XQc9GAvobj,0.000772,0.579,0.963,0.00103,0.495,-4.443,0.0762,136.061,0.613,45
2109,3Dg1BK3rHo6mCvzSO2b9Ct,0.00826,0.483,0.931,0.0,0.107,-3.439,0.044,160.05,0.645,50
2110,5qiG5FhrnE7dl0ZxhKc3My,0.00806,0.606,0.768,5.21e-06,0.378,-4.269,0.0326,120.054,0.541,47
2111,26TpDCzZwjrYUZkua2X6HF,0.0054,0.441,0.75,0.0,0.187,-4.275,0.0377,172.089,0.76,45
2112,7iT7qkF9L06cYaIee0aY7B,0.00222,0.437,0.946,0.000222,0.405,-2.998,0.08,154.959,0.343,45
2113,62Vulfjc2qjCWim4LWBvvc,0.0516,0.481,0.69,1.89e-06,0.173,-4.177,0.0363,128.003,0.459,47
2114,6gRgweWPiX1ii33coNlTt8,0.000928,0.484,0.936,1.05e-05,0.548,-3.547,0.0481,156.984,0.811,45
2115,0ogvSCswPsKY7MSMaojWk5,0.00869,0.599,0.886,2.37e-06,0.361,-4.419,0.0565,131.066,0.684,48
2116,5z2LeGnH19PuaOuA2Ksmp6,0.026,0.387,0.846,4.06e-05,0.146,-6.905,0.0945,127.057,0.37,43
2117,3RHZzTT1RhYV6zicKUc4FM,0.0381,0.667,0.871,0.0,0.327,-4.986,0.0487,98.919,0.867,51
2118,1Hj3wedxBoOoYPXwk3TzeY,0.00368,0.596,0.813,9.95e-06,0.304,-3.763,0.0339,119.984,0.509,43
2119,525Wc5pBnvEZmfr1mXWv4R,0.115,0.145,0.985,0.0555,0.348,-5.028,0.541,184.891,0.0609,19
2120,5obII1Sa9rPpPGXkYT53RO,0.00548,0.423,0.984,0.00411,0.937,-3.23,0.134,138.073,0.249,19
2121,3af8j4E9x409xk2flBoHqD,0.0122,0.384,0.895,0.000114,0.38,-3.684,0.0738,168.127,0.463,24
2122,30hgb9AYMMhf8STOa7kD3G,0.00126,0.415,0.984,0.0559,0.969,-3.859,0.0804,76.995,0.348,18
2123,1Pd7INu4sAq2IPCojKaQax,0.0222,0.391,0.957,0.0173,0.771,-4.069,0.0987,187.046,0.513,17
2124,4bpEHkJuadYSKCOBxEYww2,0.00156,0.479,0.987,1.18e-05,0.737,-3.255,0.0995,99.505,0.235,16
2125,1V8I9lCbXUkmhQqrZlt0VR,0.00409,0.343,0.835,0.000103,0.825,-3.488,0.0406,190.001,0.391,18
2126,2hA6TtD1CAVPKY09dbOmPH,0.00503,0.506,0.956,1.97e-05,0.898,-3.526,0.0451,132.963,0.617,18
2127,4BzJMmoljvNE16i9NN8nO1,0.28,0.583,0.877,0.0018,0.824,-3.901,0.138,148.176,0.82,21
2128,4io27hPj3XwN0GAI2d7YlN,0.571,0.385,0.398,0.0,0.695,-8.78,0.0317,102.593,0.193,16
2129,7H6Db6IIHRmPd7R6qItd4x,0.0132,0.536,0.957,3.67e-05,0.805,-3.371,0.0671,103.959,0.354,22
2130,5omMBlLFlij7JODNabtVDV,0.0517,0.429,0.933,2.8e-05,0.898,-4.196,0.146,160.112,0.315,21
2131,0JHXrhEpPNEte9MxivbTOO,0.0569,0.521,0.904,0.0,0.707,-3.445,0.0611,153.002,0.716,19
2132,28EarSm5DYodu3z8taz8cn,0.00948,0.606,0.984,0.000274,0.804,-3.22,0.0789,114.538,0.445,19
2133,7AeJBXsZzKaPeIH7mmqTqr,0.00445,0.452,0.981,0.00491,0.793,-3.535,0.0849,102.549,0.348,17
2134,3C65zQ69c8RMiJ3wqB1ogp,0.0378,0.56,0.93,2.37e-06,0.317,-4.492,0.0661,149.93,0.807,54
2135,79EH9bYjaTvmsE1H2TFIcL,0.0977,0.144,0.984,0.0389,0.36,-5.043,0.559,184.845,0.062,20
2136,3FMS3X91AaCFUyUQCnAdZ6,0.00558,0.424,0.98,0.00426,0.935,-3.2,0.157,138.104,0.225,19
2137,7GpFvT1qi8mkwdIjSbfiSh,0.0107,0.384,0.907,9.32e-05,0.392,-3.685,0.0753,168.064,0.434,23
2138,2Yy62OMoHAb5cfpmCO3Zxg,0.00135,0.402,0.976,0.0321,0.978,-3.824,0.0761,153.959,0.369,19
2139,4oLUW3uOjddpd974j1RKWr,0.0199,0.39,0.961,0.0106,0.811,-4.064,0.0967,187.011,0.497,18
2140,0x5iCDgFVaVgCnHgDU0LSP,0.00164,0.474,0.987,1.27e-05,0.728,-3.26,0.132,99.487,0.233,18
2141,4vK8RqyxPfPNTmBaNcIPIx,0.00463,0.353,0.839,4.58e-05,0.829,-3.509,0.0401,189.941,0.384,18
2142,6G88rdUvEwydWU0xnILXBh,0.00499,0.509,0.944,8.24e-06,0.38,-3.474,0.0396,132.984,0.699,18
2143,0BrgzTEWfI0QZLRJqzJbPa,0.0442,0.559,0.939,2.27e-06,0.315,-3.409,0.0679,149.979,0.824,46
2144,76HLlU4iPwsTz4hj54a7AY,0.545,0.548,0.382,0.0,0.954,-8.829,0.0305,102.765,0.175,17
2145,1Aec2rbvd4fEP9iuDIVeOE,0.0111,0.537,0.955,4.16e-05,0.762,-3.397,0.0743,104.046,0.379,22
2146,1LA4zdhqeRAGqOlz1NcUyo,0.0411,0.431,0.925,2.16e-05,0.933,-4.207,0.145,160.132,0.33,21
2147,1YZEzanlzYZHx6zd3EavhO,0.0652,0.523,0.899,0.0,0.715,-3.455,0.0587,152.998,0.732,18
2148,0QojkRAhg54TGU68xMPYc6,0.00982,0.61,0.987,0.000143,0.807,-3.196,0.0789,114.532,0.446,20
2149,7kPcWZdejXq6xnfRxesvWn,0.00451,0.453,0.983,0.00555,0.799,-3.515,0.0918,102.5,0.328,17
2193,26VG1uCazw9xtVnq8A1vtd,0.00171,0.55,0.938,2.18e-05,0.555,-3.556,0.0522,133.99,0.433,63
2206,1850JUGkOSG1kmo1gQRef1,0.00204,0.392,0.862,2.22e-06,0.115,-2.225,0.0552,92.543,0.455,31
2209,7FueajbkcnDmxv8TBbMtaU,0.614,0.566,0.569,0.0,0.121,-5.209,0.0397,85.939,0.368,22
2214,4sSYbWHfO6vmys26udbMyr,0.728,0.222,0.209,0.138,0.0872,-11.415,0.0317,130.991,0.0753,21
2215,6RBziRcDeiho3iTPdtEeg9,0.0758,0.534,0.861,0.0,0.167,-3.177,0.0361,97.977,0.286,42
2216,0tpjRwtGqTc4SefGUSE9rL,0.0862,0.43,0.718,0.0,0.108,-4.069,0.0637,160.041,0.193,32
2217,3JuXBT3OZZUKEELEfsP2HI,0.625,0.51,0.429,0.0,0.0938,-4.982,0.0281,100.015,0.184,26
2219,19hTNZuj8E8LvegCoBqgoY,0.0237,0.469,0.847,0.0,0.3,-4.094,0.0596,139.851,0.198,29
2220,3JCF1WW0eOVkQslR1hKoN8,0.208,0.578,0.66,0.0,0.12,-4.355,0.0314,105.056,0.532,27
2221,7tOsgOjrzBVQqyaMDBlZV8,0.0224,0.722,0.822,2.14e-06,0.0882,-4.355,0.0648,127.994,0.684,37
2222,1hzZYkGXojf53WI5ceVLWZ,0.0741,0.565,0.642,9.36e-06,0.247,-3.599,0.0334,105.144,0.351,27
2223,6uPVSw1gKdv92YnTNldQkl,0.398,0.357,0.579,2.33e-05,0.0992,-4.764,0.0301,159.883,0.326,28
2224,2NqbiaxTnrIN4V4wPtvals,0.548,0.523,0.456,0.0,0.0771,-4.539,0.0284,82.083,0.407,27
2226,7gJO1uYHChpSS3jZzUvf2W,0.52,0.476,0.514,0.0,0.216,-7.026,0.0437,173.575,0.395,24
2227,10xEWyLu80xSy17g9jptlD,0.474,0.501,0.499,9.14e-06,0.143,-5.073,0.0322,129.665,0.218,39
2230,4Nr2SB8Yz7UyNHwBbeDdbJ,0.622,0.608,0.475,0.000154,0.0473,-9.936,0.0468,104.009,0.114,22
2231,7AgILHRIdHKV65CIeLarkj,0.429,0.694,0.62,0.0,0.108,-5.617,0.045,103.044,0.574,32
2232,0u2RxRjpM4rMvojoNqZHH0,0.37,0.75,0.644,0.000211,0.116,-5.258,0.0782,91.996,0.253,38
2233,7BQBOB62PuCV1JyzgVFwkp,0.688,0.537,0.492,0.0,0.115,-6.244,0.0292,131.802,0.291,26
2234,3rfccQQ4TV1CTVSmF6U5ww,0.605,0.655,0.524,3.56e-06,0.106,-8.064,0.306,171.618,0.605,33
2235,5zxkcCX9UD3SVr8NPunPu1,0.536,0.625,0.488,0.0,0.362,-7.058,0.0367,81.977,0.252,18
2236,230tchsCpTQpy3lSsDyg15,0.355,0.738,0.697,3.93e-06,0.133,-4.08,0.0442,95.951,0.84,19
2237,1SMxzfANnBNaZP1l4qusca,0.793,0.596,0.549,0.000442,0.275,-7.053,0.0383,153.914,0.614,18
2238,2GmD1uqwhvkSwhKIWNOItx,0.63,0.688,0.48,0.0246,0.114,-9.246,0.563,170.111,0.336,14
2239,4xvDJ68sBYclYh5ht1baDQ,0.877,0.512,0.316,1.36e-05,0.138,-8.119,0.0362,127.986,0.433,24
2240,2k3odHCg450sXW5pmACbTn,0.645,0.648,0.452,0.0,0.188,-5.774,0.0327,95.027,0.467,20
2241,66Hrjgl6oy64bujozz6o4w,0.122,0.505,0.87,2.1e-06,0.623,-4.566,0.135,124.006,0.222,1
2243,1Pq5uEnaKxx49wTpd9k7rQ,0.208,0.598,0.827,0.0,0.159,-3.871,0.0354,126.042,0.461,2
2244,5q5nBDmLIOXUO70tkoFeyj,0.483,0.467,0.552,0.0,0.105,-3.634,0.0286,81.127,0.211,0
2245,6K0umVUyOXrsQy63YuW0AR,0.00966,0.405,0.628,1.34e-05,0.217,-4.044,0.0325,142.04,0.228,1
2247,3AKvr0zM05TWSzruQFHVyo,0.0308,0.538,0.908,0.0,0.19,-3.411,0.0449,127.011,0.585,14
2248,6I07NgAJ38cnjyLdSn5RIi,0.601,0.455,0.484,3.64e-06,0.1,-7.037,0.0267,139.81,0.441,0
2249,7s4TDVQy1xk1JREQHUYWGI,0.00389,0.436,0.831,6.39e-06,0.11,-3.489,0.0447,140.156,0.394,15
2250,5b6lLDh2X3tjykyQS5IV2y,0.16,0.726,0.705,0.0,0.158,-5.49,0.0379,120.008,0.894,14
2251,1EUHwojJCAe7KeFurCJNox,0.0226,0.676,0.923,3.46e-06,0.358,-2.504,0.0854,110.984,0.858,10
2252,4ho3GMz37XIAkXJaP9V3AO,0.0328,0.532,0.933,0.0,0.137,-2.429,0.165,127.047,0.317,23
2253,69BTcVqLMaF4L5wXTlOohm,0.00431,0.363,0.972,0.0,0.344,-2.265,0.209,168.035,0.334,9
2254,43crdP1eMFeh7PKIrWczuC,0.0315,0.449,0.628,0.0,0.164,-3.505,0.0295,141.867,0.233,25
2255,42HMfv90yB4OET721EgXPa,0.494,0.379,0.811,0.0,0.292,-4.243,0.143,205.462,0.466,19
2256,7JNUiUW9dWwllwTod6ENYl,0.234,0.406,0.607,0.0091,0.225,-3.87,0.0328,128.061,0.0983,12
2257,5s2besULKl2FBm6rHycCBJ,0.34,0.628,0.805,0.0,0.0888,-3.839,0.0362,126.002,0.622,15
2258,4SFD1ATvzNea9PkdBI5vFT,0.688,0.468,0.539,0.0,0.115,-4.891,0.0282,81.051,0.23,14
2259,6v39GxWx5iDHOd6gg4OmEr,0.0308,0.564,0.884,0.0,0.109,-4.178,0.0953,89.959,0.599,7
2260,3hsF1jQiXmPheISPLIEmWL,0.11,0.296,0.644,7.92e-06,0.105,-5.01,0.0313,128.908,0.316,10
2261,3D7nI0uSLMxo2pw3ZiA4Le,0.332,0.539,0.418,5.75e-06,0.0707,-7.855,0.0289,179.99,0.463,13
2262,3zUGzejODnwTbsrKaAU2bD,0.0965,0.47,0.665,1.71e-06,0.0978,-5.718,0.032,172.012,0.501,10
2263,5T3MfTiHPH6xxTaN6Wj7Rb,0.412,0.632,0.811,0.00016,0.117,-4.895,0.0332,107.016,0.757,8
2264,7b61QbePaBYqIzZCdtGxCg,0.113,0.552,0.734,3.31e-05,0.0943,-4.567,0.0364,90.998,0.24,7
2265,1k0xkION6s8D8nOok7oNna,0.00274,0.636,0.932,0.651,0.0868,-4.488,0.0724,121.992,0.706,4
2266,7elPh2f55PNgIJgPoSvxDx,0.0579,0.714,0.562,1.26e-06,0.0654,-8.02,0.0314,120.012,0.656,4
2267,0EDslvo5zkFmPKeNPSPmLU,0.0551,0.704,0.555,8.12e-05,0.0976,-8.866,0.0484,124.982,0.118,9
2268,7KKEFUMl4CulG1eyz8MgLR,0.161,0.569,0.533,8.99e-05,0.0914,-8.42,0.0281,78.018,0.218,4
2269,2SiYLVZLilzgN7VvElpxgH,0.547,0.499,0.738,0.0,0.108,-4.964,0.0365,167.799,0.528,7
2270,45XH0YhwUTJxVnzhiwR3Co,0.943,0.574,0.0899,0.000807,0.0969,-15.749,0.0389,82.079,0.176,4
2271,2EI8CnVnpwCMAyh5x1XNhk,0.0566,0.558,0.93,0.0,0.7,-2.38,0.0828,159.971,0.81,15
2272,3GfzGVU2OrXHitCyNEcYRZ,0.184,0.712,0.559,0.0,0.107,-7.052,0.0385,125.006,0.119,15
2273,0HPBRcUv7Fq77gMRZ3uujj,0.0541,0.502,0.954,0.0,0.14,-0.777,0.091,153.912,0.283,9
2274,3XjwstpC4nNIxGSYriDIbr,0.0252,0.419,0.781,6.58e-06,0.202,-2.486,0.0449,145.766,0.364,11
2275,2e19eIdifAneBDaldn0ZyM,0.0277,0.518,0.895,0.0,0.385,-1.76,0.0798,165.986,0.644,13
2276,6KsHkvhDDb7TtzQcMidqdl,0.446,0.34,0.279,0.000135,0.391,-30.085,0.117,86.634,0.556,4
2277,3p9nMUkR9IgHdoC6uqSMY4,0.764,0.544,0.232,0.0,0.128,-11.596,0.0354,167.585,0.395,23
2278,2L4GPPnNGguatA1g7gs0Kl,0.652,0.616,0.728,0.0,0.115,-5.354,0.0346,110.982,0.424,7
2279,0rpdOEbsO9s0Rrj76vzYSE,0.0804,0.628,0.785,2.61e-06,0.292,-3.076,0.0364,135.985,0.675,7
2280,46DyB2vGzKaZlfjN9QbTyb,0.445,0.625,0.56,0.0,0.119,-5.968,0.0295,129.051,0.156,9
2281,656u4nbzKOBHGjE00jMSqq,0.982,0.413,0.0589,0.911,0.121,-21.435,0.059,72.535,0.201,5
2282,5M75ChNoDtoo4SLfcv4dwM,0.723,0.492,0.338,3.76e-06,0.13,-8.028,0.0284,66.901,0.136,8
2283,49Lx9ToqUr75ybGDx5akKi,0.592,0.505,0.647,0.0,0.204,-2.766,0.0317,89.808,0.26,12
2284,2xf1w6sAuF4bgsrErejnGx,0.476,0.504,0.649,0.0,0.137,-5.084,0.0365,80.015,0.27,6
2285,4YOMEFS3VnDAkR93QdtFwC,0.281,0.68,0.475,0.0,0.101,-7.595,0.0428,124.981,0.109,6
2286,5cxJaAWDcziTIWOAdwSWDp,0.000375,0.52,0.835,0.504,0.365,-5.85,0.0377,83.036,0.84,2
2287,4ofAXZVxScI0VLrvFUpCNq,0.693,0.496,0.289,0.895,0.134,-7.594,0.0274,133.954,0.0768,2
2288,1JrzvYMdLqHGBa6jmnBXia,0.145,0.484,0.913,0.0,0.315,-4.475,0.101,154.967,0.696,35
2289,1Ilr1eLdXI0JlJxQemtIxa,0.144,0.518,0.684,0.0,0.272,-4.31,0.067,186.851,0.432,6
2290,6qmPGvkKDbuCxbJd5EjLtm,0.549,0.586,0.502,0.0,0.136,-6.462,0.037,131.757,0.166,10
2291,4pOJHkwq1YyBU1TTO8puc4,0.0329,0.599,0.906,0.0,0.0819,-5.694,0.0493,163.004,0.774,7
2292,7osiVwB1GOSUuSiwxYNcT9,0.19,0.571,0.618,0.0,0.126,-7.721,0.0328,129.843,0.416,5
2293,4Wbr28lSOrBHGzmg9m7io7,0.276,0.285,0.867,0.0,0.371,-4.597,0.168,175.71,0.495,6
2294,177csUHTmcnFo8lP37QhhD,0.0932,0.624,0.558,0.0,0.176,-6.226,0.0257,93.905,0.282,5
2295,3etRM74iqTXWLynlLBhvh8,0.546,0.605,0.719,0.0,0.293,-5.018,0.0388,82.009,0.707,5
2296,3AWZibhCXgh7kwInaK3R3S,0.345,0.547,0.562,0.0,0.177,-4.104,0.0268,150.023,0.24,17
2297,75otnYVLwJmbsD8GggnjcT,0.306,0.68,0.656,0.0,0.0838,-4.788,0.0326,99.038,0.596,4
2298,5f9TdmXorgOq6iWtBryb5G,0.417,0.481,0.498,0.0,0.239,-7.304,0.0362,142.02,0.168,5
2299,0z6bbjK9GmefZjmKs4l7Go,0.202,0.688,0.694,0.0,0.123,-6.22,0.0442,91.018,0.391,6
2300,4Cz9Ze5Gc0cFUALGSY7Tbw,0.453,0.518,0.357,0.0,0.115,-7.464,0.0328,74.616,0.391,17
2301,6iM9VPuKlAJuCggpZoht8S,0.000145,0.431,0.95,0.882,0.307,-7.706,0.0506,154.98,0.796,4
2302,5wFwS9sXCJJ8Ke8u4TMk8P,0.0437,0.611,0.457,0.891,0.129,-11.318,0.0357,132.031,0.116,2
2318,2nc5a7LCOa4CfvUjWvXhV2,0.0943,0.603,0.768,0.0,0.17,-4.579,0.0307,94.017,0.417,7
2320,0hGJttACm43xRQ78zs3eij,0.0149,0.502,0.909,0.0,0.0653,-3.282,0.0588,149.975,0.565,7
2327,4l86Q9qvxhKYTDV5fa1L0v,0.413,0.552,0.665,0.0,0.0973,-4.952,0.0318,105.037,0.348,5
2330,4EamJBaigiSOgdOtPYRCWM,0.00487,0.656,0.732,0.00181,0.0958,-5.99,0.053,137.011,0.78,2
2331,0QdeM10rpcEtyfPsZG5w8K,0.00696,0.539,0.705,0.252,0.194,-7.509,0.0255,94.009,0.287,2
2332,16HZAZKBC7ovre9hruKJqH,0.31,0.641,0.874,0.0,0.107,-4.651,0.0789,123.961,0.194,10
